Screen title @ Exact,ID,Region,Release date,Developer,Publisher,Tags,MAME filename,MD5,SHA1,SHA256,SHA512
Action Fighter,actionfighter,World,1986,SEGA,SEGA,#input:paddle:buttons>4:pedals #players:2:alt #search:tate>ccw #genre:action>runandgun:shmup>v #arcadeboard:sega>system16b,afightere.zip|afighter.zip,cba1aae745662bf98a8390b683d96dbd,08943f03f3109db77932319d11b475827f61506e,1b5d561bcde2c59706ecffe198d3e8277b023710316e048797f15693dccea381,ba6d9e906f2773ffad7443268d938a09388e01a778c7afdb36cc1e23872a671c80d144f7fdf167d743e885bc5d7a55c01185f43fcc7459a62b4f0f87706e7b59
Action Fighter,actionfighter,World,1986,SEGA,SEGA,#input:paddle:buttons>4:pedals #players:2:alt #search:tate>ccw #genre:action>runandgun:shmup>v #arcadeboard:sega>system16b,afighterf.zip|afighter.zip,cba1aae745662bf98a8390b683d96dbd,08943f03f3109db77932319d11b475827f61506e,1b5d561bcde2c59706ecffe198d3e8277b023710316e048797f15693dccea381,ba6d9e906f2773ffad7443268d938a09388e01a778c7afdb36cc1e23872a671c80d144f7fdf167d743e885bc5d7a55c01185f43fcc7459a62b4f0f87706e7b59
Action Fighter,actionfighter,World,1986,SEGA,SEGA,#input:joystick>8:buttons>2 #players:2:alt #search:tate>ccw #genre:action>runandgun:shmup>v #arcadeboard:sega>system16b,afighterg.zip|afighter.zip,cba1aae745662bf98a8390b683d96dbd,08943f03f3109db77932319d11b475827f61506e,1b5d561bcde2c59706ecffe198d3e8277b023710316e048797f15693dccea381,ba6d9e906f2773ffad7443268d938a09388e01a778c7afdb36cc1e23872a671c80d144f7fdf167d743e885bc5d7a55c01185f43fcc7459a62b4f0f87706e7b59
Action Fighter,actionfighter,World,1986,SEGA,SEGA,#input:joystick>8:buttons>2 #players:2:alt #search:tate>ccw #genre:action>runandgun:shmup>v #arcadeboard:sega>system16b,afighterh.zip|afighter.zip,cba1aae745662bf98a8390b683d96dbd,08943f03f3109db77932319d11b475827f61506e,1b5d561bcde2c59706ecffe198d3e8277b023710316e048797f15693dccea381,ba6d9e906f2773ffad7443268d938a09388e01a778c7afdb36cc1e23872a671c80d144f7fdf167d743e885bc5d7a55c01185f43fcc7459a62b4f0f87706e7b59
After Burner,afterburner,World,1987-07-17,SEGA Studio 128,SEGA,#input:stick:positional>2:buttons>1 #players:1 #genre:shooting>rail #arcadeboard:sega>xboard,aburner.zip|aburner2.zip,c85496ced0cfe66a36cae9c82c482ee4,87315ad44bc6fb6cfee5d9964435ff161090fc5e,1997a08de656b0693c34537cc737d0ae0abbcba98e0382288f61cdb9d12124a6,0bacc82bb0fe188fb3d072039e1be6a2d410cb6f70e6ef341677fe960022e4b4a2dc4782402af7828254002df90392edd46d014efff7b5fe9681cd864789cdde
After Burner II,afterburner2,World,1987,SEGA Studio 128,SEGA,#input:stick:positional>2:buttons>1 #players:1 #genre:shooting>rail #arcadeboard:sega>xboard #mameparent,aburner2.zip,c85496ced0cfe66a36cae9c82c482ee4,87315ad44bc6fb6cfee5d9964435ff161090fc5e,1997a08de656b0693c34537cc737d0ae0abbcba98e0382288f61cdb9d12124a6,0bacc82bb0fe188fb3d072039e1be6a2d410cb6f70e6ef341677fe960022e4b4a2dc4782402af7828254002df90392edd46d014efff7b5fe9681cd864789cdde
After Burner II,afterburner2,Germany,1987,SEGA Studio 128,SEGA,#input:stick:positional>2:buttons>1 #players:1 #genre:shooting>rail #arcadeboard:sega>xboard,aburner2g.zip|aburner2.zip,c85496ced0cfe66a36cae9c82c482ee4,87315ad44bc6fb6cfee5d9964435ff161090fc5e,1997a08de656b0693c34537cc737d0ae0abbcba98e0382288f61cdb9d12124a6,0bacc82bb0fe188fb3d072039e1be6a2d410cb6f70e6ef341677fe960022e4b4a2dc4782402af7828254002df90392edd46d014efff7b5fe9681cd864789cdde
Air Rescue,airrescueac,Japan,1992-04,SEGA AM1,SEGA,#input:stick:buttons>2 #players:2:coop #genre:action:sim>flight #arcadeboard:sega>system32 #lang:ja,arescuej.zip|arescue.zip,8047da908f7cea0d072236f2d0cb1587,bf97df9f45396ce191dfb87dcf6b6bef6c2c14f7,5a3002d2925c3219810cf157cdc400c6f89635cf70d405567267f46327b23211,ad294d634efbb2f6825e4ab2ca5e0753a8f6bbb854b05bb8be8ad4b0c76c125e82be9614956139f4e6eb48a6c50516890adbb87f6486aa7a321f3d3809ac1a26
Air Rescue,airrescueac,USA,1992,SEGA AM1,SEGA,#input:stick:buttons>2 #players:2:coop #genre:action:sim>flight #arcadeboard:sega>system32,arescueu.zip|arescue.zip,8047da908f7cea0d072236f2d0cb1587,bf97df9f45396ce191dfb87dcf6b6bef6c2c14f7,5a3002d2925c3219810cf157cdc400c6f89635cf70d405567267f46327b23211,ad294d634efbb2f6825e4ab2ca5e0753a8f6bbb854b05bb8be8ad4b0c76c125e82be9614956139f4e6eb48a6c50516890adbb87f6486aa7a321f3d3809ac1a26
Air Rescue,airrescueac,World,1992,SEGA AM1,SEGA,#input:stick:buttons>2 #players:2:coop #genre:action:sim>flight #arcadeboard:sega>system32 #mameparent,arescue.zip,8047da908f7cea0d072236f2d0cb1587,bf97df9f45396ce191dfb87dcf6b6bef6c2c14f7,5a3002d2925c3219810cf157cdc400c6f89635cf70d405567267f46327b23211,ad294d634efbb2f6825e4ab2ca5e0753a8f6bbb854b05bb8be8ad4b0c76c125e82be9614956139f4e6eb48a6c50516890adbb87f6486aa7a321f3d3809ac1a26
Alex Kidd: The Lost Stars@Alex Kidd with Stella: The Lost Stars,alexkiddtls,World,1986,SEGA,SEGA,#input:joystick>8:buttons>2 #players:2:coop #genre:action>platformer #arcadeboard:sega>system16a #set:1,alexkidd1.zip|alexkidd.zip,c1b23d063fc36f7d420d88d61ef29a38,cda02c2d31824da9951a87844d6f07b28a028fec,278b2f1aaf91bd5a1066c2622a16c4dc77f34bd86cc5f0ae5c95b98a66d7643c,c74e582c4269de4a3c3c12feecea3f8ca3d3dd8938e44cc1e2e319191c47a154cc1cfd6dcadd863ca28cb812fdc4d90657ed7359cf206e4d8c7ce7ed634c1355
Alex Kidd: The Lost Stars@Alex Kidd with Stella: The Lost Stars,alexkiddtls,World,1986,SEGA,SEGA,#input:joystick>8:buttons>2 #players:2:coop #genre:action>platformer #arcadeboard:sega>system16a #set:2 #mameparent,alexkidd.zip,c1b23d063fc36f7d420d88d61ef29a38,cda02c2d31824da9951a87844d6f07b28a028fec,278b2f1aaf91bd5a1066c2622a16c4dc77f34bd86cc5f0ae5c95b98a66d7643c,c74e582c4269de4a3c3c12feecea3f8ca3d3dd8938e44cc1e2e319191c47a154cc1cfd6dcadd863ca28cb812fdc4d90657ed7359cf206e4d8c7ce7ed634c1355
Ali Baba and 40 Thieves,alibaba,World,1982,SEGA,SEGA,#input:joystick>4:buttons>1 #players:2:alt #search:tate>cw #genre:action>maze #arcadeboard:sega #mameparent,alibaba.zip,a72b80d89fe1f993a888e50d584cfd44,758240727ef2afb648bdbeeb43a300f51f8924f4,3504fe892a6ca1816e4761db965a0e63fe45f0c3bb480ab3a7cbb18df7ac7962,c34f569191055517f29c584fd5119462c747bb1b2d228fcc5ff17e65e73098b11e4ca48b973cb895c93428948503fae2aa5f416affb830176c9de2bc0237bc91
Mustafa and 40 Thieves,alibaba,World,1982,SEGA,SEGA,#input:joystick>4:buttons>1 #players:2:alt #search:tate>cw #genre:action>maze #arcadeboard:sega #unlicensed:bootleg,alibabab.zip|alibaba.zip,a72b80d89fe1f993a888e50d584cfd44,758240727ef2afb648bdbeeb43a300f51f8924f4,3504fe892a6ca1816e4761db965a0e63fe45f0c3bb480ab3a7cbb18df7ac7962,c34f569191055517f29c584fd5119462c747bb1b2d228fcc5ff17e65e73098b11e4ca48b973cb895c93428948503fae2aa5f416affb830176c9de2bc0237bc91
Alien³: The Gun,alien3thegun,Japan,1993-09,SEGA AM1,SEGA,#input:stick:buttons>2 #players:2:coop #genre:shooting>gallery #arcadeboard:sega>system32 #based:movie #search:feature>alien #lang:ja,alien3j.zip|alien3.zip,655750570ba5291943b1d82ba84d6e26,c825dc5e86d300496b114a666e384e49407d2511,3e95c3f3d6dfe1597da139c5d310b0afae93f05af257bcbd12f709c854c3884c,5a748fcbf3168ab1c1a10b61d5a756deed3bf3e4ca903c0f9e5d8e95c53a88f4a66b10829687d2a6ef220abce9f1297594cd189d79f38aae209905b26cfb1e52 
Alien³: The Gun,alien3thegun,USA,1993,SEGA AM1,SEGA,#input:stick:buttons>2 #players:2:coop #genre:shooting>gallery #arcadeboard:sega>system32 #based:movie #search:feature>alien #rev:a,alien3u.zip|alien3.zip,655750570ba5291943b1d82ba84d6e26,c825dc5e86d300496b114a666e384e49407d2511,3e95c3f3d6dfe1597da139c5d310b0afae93f05af257bcbd12f709c854c3884c,5a748fcbf3168ab1c1a10b61d5a756deed3bf3e4ca903c0f9e5d8e95c53a88f4a66b10829687d2a6ef220abce9f1297594cd189d79f38aae209905b26cfb1e52 
Alien³: The Gun,alien3thegun,World,1993,SEGA AM1,SEGA,#input:stick:buttons>2 #players:2:coop #genre:shooting>gallery #arcadeboard:sega>system32 #based:movie #search:feature>alien #mameparent,alien3.zip,655750570ba5291943b1d82ba84d6e26,c825dc5e86d300496b114a666e384e49407d2511,3e95c3f3d6dfe1597da139c5d310b0afae93f05af257bcbd12f709c854c3884c,5a748fcbf3168ab1c1a10b61d5a756deed3bf3e4ca903c0f9e5d8e95c53a88f4a66b10829687d2a6ef220abce9f1297594cd189d79f38aae209905b26cfb1e52 
Alien Storm,alienstorm,Japan,1990-03,SEGA,SEGA,#input:joystick>8:buttons>3 #players:2:coop #genre:brawler:shooting>gallery #arcadeboard:sega>system18,astormj.zip|astorm.zip,dd93cfef5b45d664fdeca40f88b027e7,fb6e70cee29ce1f173d1b9ba8af3b6cafc200786,871b28e7ada0cf4cfad850c54b0e4293ed4175d7487fc01a90744fd4aad43816,4bfb90e07dcfcaf346ff4a6123131ce3b74f32ea02ca365ee9059c5021671ca7659930959590cad4b87d778085918040455ad6796a76bef0d80994931f6409a9
Alien Storm,alienstorm,USA,1990,SEGA,SEGA,#input:joystick>8:buttons>3 #players:3:coop #genre:brawler:shooting>gallery #arcadeboard:sega>system18,astormu.zip|astorm.zip,dd93cfef5b45d664fdeca40f88b027e7,fb6e70cee29ce1f173d1b9ba8af3b6cafc200786,871b28e7ada0cf4cfad850c54b0e4293ed4175d7487fc01a90744fd4aad43816,4bfb90e07dcfcaf346ff4a6123131ce3b74f32ea02ca365ee9059c5021671ca7659930959590cad4b87d778085918040455ad6796a76bef0d80994931f6409a9
Alien Storm,alienstorm,World,1990,SEGA,SEGA,#input:joystick>8:buttons>3 #players:2:coop #genre:brawler:shooting>gallery #arcadeboard:sega>system18 #mameparent,astorm.zip,dd93cfef5b45d664fdeca40f88b027e7,fb6e70cee29ce1f173d1b9ba8af3b6cafc200786,871b28e7ada0cf4cfad850c54b0e4293ed4175d7487fc01a90744fd4aad43816,4bfb90e07dcfcaf346ff4a6123131ce3b74f32ea02ca365ee9059c5021671ca7659930959590cad4b87d778085918040455ad6796a76bef0d80994931f6409a9
Alien Syndrome,aliensyndrome,Japan,1987-01,SEGA,SEGA,#input:joystick>8:buttons>1 #players:2:coop #genre:action>runandgun #arcadeboard:sega>system16a #set:1,aliensynjo.zip|aliensyn.zip,dfc93a94fd8b6a55d217201a90a3b55c,fff88fbc1116f0778a1c20f8edf92271b57357a5,4938126c0b49037fa6ebdd5ef0225d07457557b268300cf279fd48ec9751d046,c9ac3497eb602dd07d5b3d588f180fe72dc20d6316005e561e67e0c537acfe21b61d7ccd6d93ee23ef9efb3090894fa964b6efa31437eb5078c91dcd7fc3fd64
Alien Syndrome,aliensyndrome,Japan,1987,SEGA,SEGA,#input:joystick>8:buttons>1 #players:2:coop #genre:action>runandgun #arcadeboard:sega>system16b #set:6,aliensynj.zip|aliensyn.zip,dfc93a94fd8b6a55d217201a90a3b55c,fff88fbc1116f0778a1c20f8edf92271b57357a5,4938126c0b49037fa6ebdd5ef0225d07457557b268300cf279fd48ec9751d046,c9ac3497eb602dd07d5b3d588f180fe72dc20d6316005e561e67e0c537acfe21b61d7ccd6d93ee23ef9efb3090894fa964b6efa31437eb5078c91dcd7fc3fd64
Alien Syndrome,aliensyndrome,World,1987,SEGA,SEGA,#input:joystick>8:buttons>1 #players:2:coop #genre:action>runandgun #arcadeboard:sega>system16a #set:2,aliensyn2.zip|aliensyn.zip,dfc93a94fd8b6a55d217201a90a3b55c,fff88fbc1116f0778a1c20f8edf92271b57357a5,4938126c0b49037fa6ebdd5ef0225d07457557b268300cf279fd48ec9751d046,c9ac3497eb602dd07d5b3d588f180fe72dc20d6316005e561e67e0c537acfe21b61d7ccd6d93ee23ef9efb3090894fa964b6efa31437eb5078c91dcd7fc3fd64
Alien Syndrome,aliensyndrome,World,1987,SEGA,SEGA,#input:joystick>8:buttons>1 #players:2:coop #genre:action>runandgun #arcadeboard:sega>system16a #set:5,aliensyn5.zip|aliensyn.zip,dfc93a94fd8b6a55d217201a90a3b55c,fff88fbc1116f0778a1c20f8edf92271b57357a5,4938126c0b49037fa6ebdd5ef0225d07457557b268300cf279fd48ec9751d046,c9ac3497eb602dd07d5b3d588f180fe72dc20d6316005e561e67e0c537acfe21b61d7ccd6d93ee23ef9efb3090894fa964b6efa31437eb5078c91dcd7fc3fd64
Alien Syndrome,aliensyndrome,World,1987,SEGA,SEGA,#input:joystick>8:buttons>1 #players:2:coop #genre:action>runandgun #arcadeboard:sega>system16b #set:3,aliensyn3.zip|aliensyn.zip,dfc93a94fd8b6a55d217201a90a3b55c,fff88fbc1116f0778a1c20f8edf92271b57357a5,4938126c0b49037fa6ebdd5ef0225d07457557b268300cf279fd48ec9751d046,c9ac3497eb602dd07d5b3d588f180fe72dc20d6316005e561e67e0c537acfe21b61d7ccd6d93ee23ef9efb3090894fa964b6efa31437eb5078c91dcd7fc3fd64
Alien Syndrome,aliensyndrome,World,1987,SEGA,SEGA,#input:joystick>8:buttons>1 #players:2:coop #genre:action>runandgun #arcadeboard:sega>system16b #set:4 #mameparent,aliensyn.zip,dfc93a94fd8b6a55d217201a90a3b55c,fff88fbc1116f0778a1c20f8edf92271b57357a5,4938126c0b49037fa6ebdd5ef0225d07457557b268300cf279fd48ec9751d046,c9ac3497eb602dd07d5b3d588f180fe72dc20d6316005e561e67e0c537acfe21b61d7ccd6d93ee23ef9efb3090894fa964b6efa31437eb5078c91dcd7fc3fd64
Alien Syndrome,aliensyndrome,World,1987,SEGA,SEGA,#input:joystick>8:buttons>1 #players:2:coop #genre:action>runandgun #arcadeboard:sega>system16b #set:7,aliensyn7.zip|aliensyn.zip,dfc93a94fd8b6a55d217201a90a3b55c,fff88fbc1116f0778a1c20f8edf92271b57357a5,4938126c0b49037fa6ebdd5ef0225d07457557b268300cf279fd48ec9751d046,c9ac3497eb602dd07d5b3d588f180fe72dc20d6316005e561e67e0c537acfe21b61d7ccd6d93ee23ef9efb3090894fa964b6efa31437eb5078c91dcd7fc3fd64
Angel Kids,angelkids,Japan,1988-02,EXA Planning/Eleca,SEGA,#input:joystick>double>8 #players:2:alt #search:tate>cw #genre:action>platformer #arcadeboard:sega #mameparent,angelkds.zip,63c316d5e68b852ee0546af980460f23,5286a6c61d56a68524818f37214c8620aee36f05,80bb86a6be4afaee86bb7953bcdc3627bfef0e6cfdd0e6c8e433afa395e587ca,c4261e7ad8804bf6192d2c2253f950052850eb838463cc982d4ab62eeed8580d96023d7a38a34d17c2774c95411d193bec942e6fd7d44765b1540a8de2d2ddb1
Appoooh,appoooh,Japan,1984-06,Sanritsu,SEGA,#input:joystick>8:buttons>3 #players:2:alt #genre:fighting:sports>wrestling #arcadeboard:sega #mameparent,appoooh.zip,d824adf438535a00ef4850e90bf6df1f,8738963f111d2644b90b7fe58f6fc4b65353d684,a05d8fdd8174901ede8327c07117bc7dda973ee6eea4da431b415b6103690078,500704c9b84b918d23c6b3bbd6cc995054238ab39764c91d217488c51ea3a90ea1ca2145c44dcb3688f9f45d411e4e7aee530a95d4a55708f58e10aea364112b
Arabian Fight,arabianfight,Japan,1992-03,SEGA AM2,SEGA,#input:joystick>8:buttons>2 #players:4:coop #genre:brawler #arcadeboard:sega>system32,arabfgtj.zip|arabfgt.zip,ced2530f3f79c88727028ef5e1a1047a,609ea9a531d60e9373c0c5228d82c1581c11aa3e,921a58119ac05bb76b0ef281458a69360237623f5f222e403819b3c62acc3ace,038c74b994d797ec321172a3ad7cf442f34a699b447c4d8b43ac450b33bcf996d4558d99b7615a5f6b1f9d9da6f2f6b8e86b4357964ac5e6991e50a71cbe3203
Arabian Fight,arabianfight,USA,1992,SEGA AM2,SEGA,#input:joystick>8:buttons>2 #players:4:coop #genre:brawler #arcadeboard:sega>system32,arabfgtu.zip|arabfgt.zip,ced2530f3f79c88727028ef5e1a1047a,609ea9a531d60e9373c0c5228d82c1581c11aa3e,921a58119ac05bb76b0ef281458a69360237623f5f222e403819b3c62acc3ace,038c74b994d797ec321172a3ad7cf442f34a699b447c4d8b43ac450b33bcf996d4558d99b7615a5f6b1f9d9da6f2f6b8e86b4357964ac5e6991e50a71cbe3203
Arabian Fight,arabianfight,World,1992,SEGA AM2,SEGA,#input:joystick>8:buttons>2 #players:4:coop #genre:brawler #arcadeboard:sega>system32 #mameparent,arabfgt.zip,ced2530f3f79c88727028ef5e1a1047a,609ea9a531d60e9373c0c5228d82c1581c11aa3e,921a58119ac05bb76b0ef281458a69360237623f5f222e403819b3c62acc3ace,038c74b994d797ec321172a3ad7cf442f34a699b447c4d8b43ac450b33bcf996d4558d99b7615a5f6b1f9d9da6f2f6b8e86b4357964ac5e6991e50a71cbe3203
Aroma Club: Aromatherapy Kaori no Shindanshitsu@Aroma Club アロマテラピー香りの診断室,aromaclub,Japan,1997-04,SEGA AM1,SEGA,#input:joystick>8:buttons>1 #players:1 #genre:notagame:quiz #arcadeboard:sega>stv #lang:ja,,,,,
Astra SuperStars@Astra SuperStars アストラスーパースターズ,astrasuperstars,Japan,1998-05,Sunsoft/Santaclaus,Sunsoft,#input:joystick>8:buttons>6 #players:2:vs #genre:fighting #arcadeboard:sega>stv #lang:ja #mameparent,astrass.zip,da95f6f73d1eb95aeee90a80f0bf1161,9e93ce7f5c9b59e3f2c1f73b99cdf5d6242a9dd8,1e227ddabe727418513ece057b079fb573158987325ae60ca6f622049252ea31,e996eb0685bbf347a41531b175e60c9f0981e754a55dd5ad7b39186c0382a2348f053fd1ef61a0c7fd43b4d5a1b0bb8352f45e29c31d6673a463433d5e525d5a
Astro Flash,astroflash,Japan,1986,SEGA,SEGA,#input:joystick>8:buttons>2 #players:1 #genre:shmup>h #arcadeboard:sega>systeme,astrofl.zip|transfrm.zip,1a292c66d7eeb50e55a9dffce0b66ea8,d2148415dfa323104e1f286710a93d5dc6f633f2,02cb8d39a8b476e894a41586c8d7adf482abadf55219663c6c8ebe9804461143,a57802ce74bd4179699e991b3f9276348f7059b7713407fb1457eab8e152151a43ed47e6f6cf5a32eb955d61ddbf2ed4ab9ec1ba42b6a1994515db65598297d6
Transformer,astroflash,World,1986,SEGA,SEGA,#input:joystick>8:buttons>2 #players:1 #genre:shmup>h #arcadeboard:sega>systeme #mameparent,transfrm.zip,1a292c66d7eeb50e55a9dffce0b66ea8,d2148415dfa323104e1f286710a93d5dc6f633f2,02cb8d39a8b476e894a41586c8d7adf482abadf55219663c6c8ebe9804461143,a57802ce74bd4179699e991b3f9276348f7059b7713407fb1457eab8e152151a43ed47e6f6cf5a32eb955d61ddbf2ed4ab9ec1ba42b6a1994515db65598297d6
Atomic Point,atomicpoint,South Korea,1990,Philko,SEGA,#input:joystick>8:buttons>1 #players:2:vs #genre:puzzle>drop #arcadeboard:sega>system16b #unlicensed:clone #mameparent,atomicp.zip,f9a6e3a7ef20b988d02490f61c3bcd77,21122651afd859ca05d3697799290b1ef1502981,8362ede03758ef166ea9418eee969391dfd78f0f34c6d5fa3228a15a0ff2c2d1,4ac7273621820beb88f583064fa693849f21951e1b9d3ea47da797fa413bbc127c8e3c0e815ecaddd1dd4f0f5c6490d4134a3f185d9314e3e3475e9093d3b901
Aurail,aurail,Japan,1990-10,Westone,SEGA,#input:joystick>8:buttons>3 #players:2:alt #genre:action>runandgun:shooting>gallery:shmup>v #arcadeboard:sega>system16b #set:1,aurailj.zip|aurail.zip,2788487f12a6cf89f6941e6c9e39755c,a0dd836b8f418aeec353a187f27e45d56d363a2c,e3d0290681a15813536fe7ebfa40da5bd231cbc123eeeda4b31f4026106a4bb1,22989de587fd89b743ed44fd6d841eb18378f67d7966cdbe1273051cce71ca2d64d21409e48afeacfb92a9d1e994c23213ce0d5849767398bc5da68058a5873f
Aurail,aurail,USA,1990-12,Westone,SEGA,#input:joystick>8:buttons>3 #players:2:alt #genre:action>runandgun:shooting>gallery:shmup>v #arcadeboard:sega>system16b #set:3 #mameparent,aurail.zip,2788487f12a6cf89f6941e6c9e39755c,a0dd836b8f418aeec353a187f27e45d56d363a2c,e3d0290681a15813536fe7ebfa40da5bd231cbc123eeeda4b31f4026106a4bb1,22989de587fd89b743ed44fd6d841eb18378f67d7966cdbe1273051cce71ca2d64d21409e48afeacfb92a9d1e994c23213ce0d5849767398bc5da68058a5873f
Aurail,aurail,World,1990-12,Westone,SEGA,#input:joystick>8:buttons>3 #players:2:alt #genre:action>runandgun:shooting>gallery:shmup>v #arcadeboard:sega>system16b #set:2,aurail1.zip|aurail.zip,2788487f12a6cf89f6941e6c9e39755c,a0dd836b8f418aeec353a187f27e45d56d363a2c,e3d0290681a15813536fe7ebfa40da5bd231cbc123eeeda4b31f4026106a4bb1,22989de587fd89b743ed44fd6d841eb18378f67d7966cdbe1273051cce71ca2d64d21409e48afeacfb92a9d1e994c23213ce0d5849767398bc5da68058a5873f
