Screen title @ Exact,Cover title @ Exact,ID,Region,Release date,Developer,Publisher,Tags,MD5,SHA1,SHA256,SHA512
Sangokushi IV@三國志IV,Sangokushi IV@三國志IV,sangokushi4,Japan,1995-07-07,SEGA,SEGA,#players:8:vs #genre:sim>strategy #addon:peripheral>super32x:controller>6button #embedded:backup>battery #save:backup #port:nec>pc98 #lang:ja,f4bb8844d77442dbb5bee78d0246b456,74a3ba27c55cff12409bf6c9324ece6247abbad1,788fd87e5e2478eb37226b6231b7e1a7e7c3ba45bce020748d77ef2951a20feb,8f7104695907104d9a93bdb82267e3e53507962e1a547489f19ae3c97dd82eefc7e7c3564e74e64ba74c9c61fb36f198f6b904e0cf8d4f86ad95777b5368843e
Space Harrier,Space Harrier@Space Harrier スペースハリアー,spaceharrier,Japan,1994-12-03,Rutubo,SEGA,#players:1 #genre:shooting>rail #addon:peripheral>super32x #port:arcade #lang:en,6180e973f678bfc96705e8be4e0783f1,f32a52a7082761982024e40291dbd962a835b231,a05c818769d5dca447fe7355b6d917536101a0e774fee63bc0f7010490edaaae,6425917865f2b8dc959864031e38af740b8b1f879d0cb578b5f75ce1b03c5d223f925157937f3423aa6501b648ee8488505f98b303db1af70850e93c3036aafb
Star Wars Arcade,Star Wars Arcade@Star Wars Arcade スターウォーズ アーケード,starwarsarcade,Japan,1994-12-03,SEGA InterActive,SEGA,#players:1 #genre:sim>flight:shooting>gallery #addon:peripheral>super32x:controller>6button #based:starwars #port:arcade #lang:ja,f6e8648a6ced9017c9f0bf0ca544f17f,282767a07e453e868de52b46bf11def3d071bda6,6cc88c28a98cf9944c3586e545cfa7e482d106b9fb56f1fe5ce724ab8ad07162,56c7aea7f720f838dd3a05fead2d88f9bc19a1987317bda2409fa6d106faf62e01c108ee95f6c670652c527d12dc864c41448f95a8bfc1bb103003e831e61e3d
Stellar Assault,Stellar Assault@Stellar Assault ステラアサルト,stellarassault,Japan,1995-04-26,SEGA CS3,SEGA,#players:2:vs #genre:shooting>gallery #addon:peripheral>super32x:controller>6button #lang:en,5f6c601dcecca937b6f2c2161e4566fe,ff4f1a2dded85f3ad43bf28a85c46ad8595d5614,faaabb7140552cf140047dc0d66d029fcc392d66540b1edeff4bdd8c176a2030,1bbd1de82609a1572982fd5a3bec3d72d80204fd242adb40e50abaf7b4f7a1b5dd52f8642ec2d7536d7634734ab902be7168b85e40a19b3a8b266018818cd614
Tempo,Tempo@Tempo テンポ,tempo,Japan,1995-03-24,SEGA CS3/Red Company,SEGA,#players:1 #genre:action>platformer #addon:peripheral>super32x #lang:en,30989c83d4e4ea3c35a1f3e2620b8465,6673ba83570b4f2c1b4a22415a56594c3cc6c6a9,b8bf72deeda5cba5ca63bc59c96d0f1d223c9406475a9099b7831ac191671bf6,3a22c3c7a9bbe49d9dfe91ede9f737e68e6c83c17e104efc9b767f84be6b2ae4f3c93d8d4e021b3a17f475264899518c16c26cc952d06d8f836420c8265b679a
Virtua Fighter,Virtua Fighter@Virtua Fighter バーチャファイター,virtuafighter,Japan,1995-10-20,SEGA CS4,SEGA,#players:2:vs #genre:fighting #addon:peripheral>super32x:controller>6button #port:arcade #lang:en,901e97c9f731fbdf1f1ead0fbf58249a,f35754f4bfe3a53722d7a799f88face0fd13c424,c595e136c91a012b1e7d591acfb9d965926cac51acea998b90969d74391bfa08,03f85d60c6f6557f41d7e246295fe36b060f720d2288f84a3056be8179301f115e146cf7ac86a8169c190ce547c5e31862a57d53873c30b5d117f2799378d31e
Virtua Racing Deluxe@V.R. Virtua Racing Deluxe,Virtua Racing Deluxe@V.R. Virtua Racing Deluxe バーチャレーシング デラックス,virtuaracingdeluxe,Japan,1994-12-16,SEGA CS4,SEGA,#players:2:vs #genre:racing:sports>formula1 #addon:peripheral>super32x:controller>6button #embedded:backup>battery #save:backup #lang:ja,08cae0a96d9ee07001c6e1c247d407c6,1c64e80eb164ca8d6c6587a55ad60385ba1daf27,5c4264e1e020db5d08c55f32afc811b07ab808700abe19d0d9c5a81a77867783,4144ce516f7031e39c042fc82e8961f1dc88b918240aa2a46382d95c0ed74539e56606d71b9ab845cfde6cc57f4cdae04a9478ba88ae2f1bc1c0941483cc0574
WWF Raw,WWF Raw@WWF Raw WWFロウ,wwfraw,Japan,1995-09-01,Sculptured/The Black Team,Acclaim,#players:4:coop:vs #genre:fighting:sports>wrestling #addon:peripheral>super32x:multitap>segatap #search:keyword>official #lang:en,b3788f861803d21cfa0e559695835f44,94b974f2f69f0c10bc18b349fa4ff95ca56fa47b,901f61356060a983b938e7df02ac8b193d8c7c9c31aa5ed58083494f1e621d3b,f05c6c36276857d7006f40b7cecf02ce67dd6cf431093061845b2525c06fff62a53deeee61b877c0b938c3ca3f8eb2865a7101908af115ebb1692a4518af739f
After Burner Complete,After Burner Complete,afterburnercomplete,USA,1995-01,Rutubo,SEGA,#players:1 #genre:shooting>rail #addon:peripheral>super32x:controller>6button>xe1ap #port:arcade #lang:en,ec9529858cc7961b39f5382b2f657b8f,9cf575feb036e2f26e78350154d5eb2fd3825325,5225e4a73a893bd40579b6fedd6f50fe294b06be23b8ab928024498ed6f633f3,d69737118e131651817a83d8628927445ca5b06a0e9fe80508e321ecfaaaee664ae93d0190aef77af810b7eb2994782ea40f4133182e01f77f6e6dea30bc330e
BC Racers,BC Racers,bcracers,USA,1995-06,Core Design,Front Street,#players:2:vs #genre:racing>combat #addon:peripheral>super32x:controller>6button #port:megacd #lang:en,35a11e021ca0b7ff909e4774eb8b3236,9b5fd499eaa442d48a2c97fceb1d505dc8e8ddff,e606ab6b3d205011a811c8569cd17075f0b67139f90b8418e565567a5592bf73,d502e913ebb4d924c43f2337a848df319cf2bf6c6b567a21e96e9995e2dcd69b9c48e69be2868e40128a60daff8b1a93b8f03a6d45829224a918f411adb9fe13
Blackthorne,Blackthorne,blacthorne,USA,1995-10,Paradox/Interplay,SEGA,#players:1 #genre:action>platformer #addon:peripheral>super32x:controller>6button #save:password #port:nintendo>superfamicom #lang:en,c238b112113b0297b2b9f4f618d56598,4bf120cf056fe1417ca5b02fa0372ef33cb8ec11,ed5da3dfc740881a0467679b8be5505e14282b1a61eff3121f6b714e24ddd9a6,84bc44c6e307af3f42efb7e740c4175852dcf229dbb3d3d6b097211423e088a24bbdf7106dc8ecfe29ff691b46a3bac4a6c4b58c4ffa5a1ed48cb1a12219a5ce
Brutal Unleashed: Above the Claw,Brutal: Above the Claw,brutalunleashedabovetheclaw,USA,1995-03,GameTek,GameTek,#players:2:vs #genre:fighting #addon:peripheral>super32x:controller>6button #save:password #lang:en,1738a479b0253bcb0bcfb7bf09c03add,40aa2c787f37772cdbd7280b8be06b15421fabae,f8279a81a76445cd68df0bc0e0fb0e53379406f462195e1799f2d90a097afe29,59574a6379f242cd028054450af2f011fccf8eeb9b25b39edea371db58273af019fb2631232032ba6c554005a49a48e095024ef456532389ca9889bebef75a12
Chaotix,Knuckles' Chaotix,chaotix,USA,1995-05,SEGA CS3,SEGA,#players:2:coop #genre:action>platformer #addon:peripheral>super32x #embedded:backup>battery #save:backup #lang:en,47b1095e68b053125cd2cd5b1ac4eb50,0c2fff7bc79ed26507c08ac47464c3af19f7ced7,70e1a92a982f2684be3bc315267e545fb9c530d533fd62b6d38bb625541ed957,d36f4b3fed6f34c9d6b762a2ce528c46316e6859cacc3a23270ea8c4992ac378289a04ef3b66aa7c9eac36695b62092016c7e9591d434c0a0cd0d43365b4f141
Cosmic Carnage,Cosmic Carnage,cosmiccarnage,USA,1994-12,Almanic/ALU,SEGA,#players:2:vs #genre:fighting #addon:peripheral>super32x:controller>6button #lang:en,32f3002a46a462735aa12ca856cb7652,9a563ed821b483148339561ebd2b876efa58847b,7a4b355ca4dac233a1246e662b274d548f6dd6c0e4bb27a382b6bba42b354d37,160cf134eee35ce5e86183071b21e420b55867c1ee99340452e94380590f790ef492c320229d951fa51531bbdaee94abfbab8f6087318d54b092aad712b707d1
Doom,Doom,doom,USA,1994-11-21,SEGA of America/id Software,SEGA,#players:1 #genre:shooting>fps #addon:peripheral>super32x:controller>6button #port:pc #lang:en,79339867d9d4f58b169753d9a29ea1a5,b68e9c7af81853b8f05b8696033dfe4c80327e38,0bfa9a1a9341bca5b68f29e0e94e334d9d2f781f84d02d60f51a8be24f12f11c,10085e31d7e269d8856dc1962c8a8f830582df4b993edef34153dc4e8ee9d8e5f1cf909dcfdf40b17d580b42157653905255009c2fb97f6b2f08d7194edaf536
Golf Magazine: 36 Great Holes Starring Fred Couples,Golf Magazine Presents: 36 Great Holes Starring Fred Couples,36greatholesstarringfredcouples,USA,1995-01,Flashpoint,SEGA,#players:8:vs #genre:sports>golf #addon:peripheral>super32x #search:keyword>endorsed #lang:en,b90a2a1eec015911aa445f9c41d7bc32,dc77b1e5c888c2c4284766915a5020bb14ee681d,1909e6ac8d79424fcb6799abb68ff90d546b228ada0e9d175d1a55442d9489f6,b98f38e15b748516391b621cd6ec1e0535bba6d878f7390b78b15b235eb9ff383a26d98644e8e40bca71fd7fd095366f1d6e04912ecc54dfd9b3a3a58f69b3f6
Kolibri,Kolibri,kolibri,USA,1995-10,Amoeba/Novotrade,SEGA,#players:2:coop #genre:shmup>h #addon:peripheral>super32x #save:password #lang:en,6af6207b1e67072a9104178130c61712,191ae0b525ecf32664086d8d748e0b35f776ddfe,3e8bf99e7257921b5f0f4b2c2b836e2c414193cc3771540c603fd925c6316525,9bafe72ef6a4c32341cf22dbddbf8b21b09290b862b6fee51f70d7fc8d9a459d2e22c296041ce434de21ee4e8d30474dd1788268d76c6caead7d7bd56d535634
Metal Head@MH: Metal Head,Metal Head@MH: Metal Head,metalhead,USA,1995-02,SEGA CS4,SEGA,#players:1 #genre:shooting>fps #addon:peripheral>super32x:controller>6button #lang:en:ja,03cc5d7549d71ba4e9ddc1beae3805fb,4e872fbb44ecb2bd730abd8cc8f32f96b10582c0,950154ccd4d3dc9fdfcdff49d4d9a96021ffa68226f27528d8a6008f2cbc76f9,ac10d5156e47016c5d2e7b4efe7bbd21617c09b6a1522ac99c355009f80e675b0a15ee577caec91dc6b6f08c2cd8bf1e1f82b611a7fe1b19563d2b338422d51c
Mortal Kombat II,Mortal Kombat II,mortalkombat2,USA,1995-03,Probe,Acclaim,#players:2:vs #genre:fighting #addon:peripheral>super32x:controller>6button #port:arcade #lang:en,a95c0e7c1d35fd42cd2e3eb7b06cb6d0,d55964bd935110ac2d9cbd3b085b7e8b71b11df2,2cb563914f6187f0f97588c46ccb112c7de2194b346a33992f5c69ca7611a65b,6d91406415e4bfea51fc06c3bb06d9ac89f3b70596dfe54bb7eccaabb7d064a203c499759476bf126f0ef20312bc49602b9b463d34c9ccb5e64902b812ec7f16
Motocross Championship,Moto Cross Championship,motocrosschampionship,USA,1995-01,Artech/Grey Matter,SEGA,#players:2:vs #genre:racing:sports>motocross #addon:peripheral>super32x #save:password #lang:en,2c4a934985021624d48725b8d7b039e8,5f1a107991aaf9eff0b3ce864b2e3151f56abe7b,b003d1194c7798ec8feca6c907b19e8b243150ee9fa0a3237f4dd643bf740fa2,243d3e05e5b5f2d16ee11325a3991c224ed0de54c9c9f1f92166471525f3c120126dbe368064813354ca4ec741eb455149a39647217f6ae62773f6abede99d7a
NBA Jam: Tournament Edition,NBA Jam: Tournament Edition,nbajamte,USA,1995,Iguana/The White Team,Acclaim,#players:4:coop:vs #genre:sports>basketball #addon:peripheral>super32x:multitap>segatap #embedded:eeprom #save:backup #search:keyword>official #port:arcade #lang:en,966a5e00dd7bcdc70b05c5a0c0e8f7aa,c8af3e74c49514669ba6652ec0c81bccf77873b6,7f7e1059671a99405e3782cd9b4e5d4025ee4bb122a89357b95b0fcac512f74f,7e2f4455115e25f01e34a3d7e05122b2217c604609c4dd4808da3b3f03f53fded27d3045881ecc979f8f537a7d730cf95f777fa28f61ffe4cef7fed90dfa9541
NFL Quarterback Club,NFL Quarterback Club,nflquarterbackclub95,USA,1995,Iguana,Acclaim,#players:5:coop:vs #genre:sports>football #addon:peripheral>super32x:multitap>segatap #embedded:eeprom #save:backup #search:keyword>official #lang:en,e273c10114351cdafeba1abccca8909d,a0dc24f2f3a7fc5bfd12791cf25af7f7888843cf,092ad8896ea7784d2feb7f17b1a348562588a361c50de6ade722a5c5cce698d5,a1e3a733c46f43ea3c3086ccd37273b7cd3c9fafe96d165ecd2c7d3ad30908f700d9c4ff5ca3d8b6fd32bca59adea5910b2ab08c699b7530f8b06a1a06a3f082
Pitfall: The Mayan Adventure,Pitfall: The Mayan Adventure,pitfallthemayanadventure,USA,1995-10,Freestyle/Zombie Virtual Reality/Big Bang/Krisalis,Activision,#players:1 #genre:action>platformer #addon:peripheral>super32x:controller>6button #lang:en,e091e542f7ea29ef3daf6022b36e219b,ee864d1677c6d976d0846eb5f8d8edb839acfb76,901a582a9b2d0a2f55f07f1a7b1aaa6484e680fabe4f83c9daffef955f4ec95b,ba2e919de73cf32f6bf706843481adc9b57f3d5d101ba4a4694fd47b7cc2cdf14c96b23fdc2e364181416fb8fb36a5e026b1e131e5fa5edcd7dffd3e7491bdd3
Primal Rage,Primal Rage,primalrage,USA,1995-11-14,Time Warner Interactive,SEGA,#players:2:vs #genre:fighting #addon:peripheral>super32x:controller>6button #port:arcade #lang:en,e1efc5804d3360e7b19f7542219bf964,5084dcca51d76173c383ab7d04cbc661673545f7,04de760f8c87d9ccb9bdc4a756e70dbc71f70b3084849e5fd945ceccee39cc2a,8586303a2e742552ed96734d5e2abc6cd4161674c33278e483bdb034461f8a3eceec07b597194bcc81c0e0ceaebf394dd1ddd245d00bb8a2760a530609af5b4a
RBI Baseball '95,RBI Baseball '95,rbibaseball95,USA,1995,Time Warner Interactive,Time Warner Interactive,#players:2:vs #genre:sports>baseball #addon:peripheral>super32x #search:keyword>official #lang:en,5f955b5feab07c072fc345f1fee52a60,4f90433a4403fd74cafeea49272689046de4ae43,89f8114f9a4fb5ec3e3f0229427117c72c4af2dbda337bc52e6afa60787e6d95,72bc6f179c7484f56d5e04e2fd0271321b7d925750dd4dee95a7cde38d90c6cd0b14727f07a517b5e3f6b4195f97f883770b63dff96388ddcc06a6121aff49ca
Shadow Squadron,Shadow Squadron,stellarassault,USA,1995-06,SEGA CS3,SEGA,#players:2:vs #genre:shooting>gallery #addon:peripheral>super32x:controller>6button #lang:en,1415a8675adf3e8647b3df673b50056d,561c8c63dbcabc0b1b6f31673ca75a0bde7abc72,2f9b6017258fbb1c37d81df07c68d5255495d3bf76d9c7b680ff66bccf665750,8f78f0ed0032c66c86cd0ea1d6b8265070d124b681d8a14f0b3b162ed79023106f40a0add654321f18ac32cbee703ec02cfdefc74630e7415e1479402d90c70e
Space Harrier,Space Harrier,spaceharrier,USA,1995-01,Rutubo,SEGA,#players:1 #genre:shooting>rail #addon:peripheral>super32x #port:arcade #lang:en,6180e973f678bfc96705e8be4e0783f1,f32a52a7082761982024e40291dbd962a835b231,a05c818769d5dca447fe7355b6d917536101a0e774fee63bc0f7010490edaaae,6425917865f2b8dc959864031e38af740b8b1f879d0cb578b5f75ce1b03c5d223f925157937f3423aa6501b648ee8488505f98b303db1af70850e93c3036aafb
Spider-Man: Web of Fire,The Amazing Spider-Man: Web of Fire,spidermanweboffire,USA,1996-03,BlueSky,SEGA,#players:1 #genre:action>platformer #addon:peripheral>super32x:controller>6button #based:marvel #search:feature>spiderman #lang:en,a60b0838a776966e17a8f10b94baddef,7cc2ea1e10f110338ad880bd3e7ff3bce72e7e9e,567eb80a69ca1fea67f4cb64252e6a23e9bd41c3f9c4c422a6bc04dfb763509d,8d45437f78bf68e4c0040d3b5ec9fefed934e2c67af9915038159ad82c26b931ad101bdb196f6f7d7710f97d5e32d4dcbb59ed2ecec37a787443c184ce366ee3 
Star Trek: Starfleet Academy: Starship Bridge Simulator,Star Trek: Starfleet Academy: Starship Bridge Simulator,startrekstarfleetacademystarshipbridgesimulator,USA,1995,Interplay/High Voltage,SEGA,#players:2:vs #genre:sim>flight:adventure:billiard #addon:peripheral>super32x:controller>6button #save:password #based #lang:en,78086fba202066ff4f968d35e7c21c11,e5248328b64a1ec4f1079c88ee53ef8d48e99e58,37b9cbfb18a4591263f354016f11b83abdef7e496f91ce4f6bf7cafffe3dd158,ed9b0b9c70a2efdc6b1e975aecf63658499e8d929d707e01a8a863ee0b390ad54fefd2cfd1e794ce97c07a4f326795d7e25eec02cf58962c7a1406783b45f9c6
Star Wars Arcade,Star Wars Arcade,starwarsarcade,USA,1994-11-21,SEGA InterActive,SEGA,#players:1 #genre:sim>flight:shooting>gallery #addon:peripheral>super32x:controller>6button #based:starwars #port:arcade #lang:en,ae3a42c6297ef25c6018a209fda0194e,f4ffaaf1d8330ea971643021be3f3203e1ea065d,cca56810bdf53bb17b85c9318700596d8d134f335d74a8d8ef01f25e9ecb86b4,1e989dd647fa6fea284cfa7f0a9e0c07bb91ec523fa069b3000baeb833b2780822d922a48d2faa6349edca9635428ae90b20d75dae6129dfdcd79f3a185bdca3
T-MEK,T-MEK,tmek,USA,1995,Time Warner Interactive/BITS,SEGA,#players:2:vs #genre:shooting>fps #addon:peripheral>super32x:controller>6button #port:arcade #lang:en,1b06c84caf09206a8d9f0bb3eaaba512,173c8425921d83db3e8d181158e7599364f4c0f6,ee218c878a7c2105530631073b9f95fd8a61d1be110da030c599e983988e7d10,9b26ac72830ec46fc01ac17456f684c0c35cf08d3ef7aafbfab8066b0a111ecef851898fe30667cf9747276618726efb25da217f6daf264ad31a50b5cbade4e8
Tempo,Tempo,tempo,USA,1995,SEGA CS3/Red Company,SEGA,#players:1 #genre:action>platformer #addon:peripheral>super32x #lang:en,30989c83d4e4ea3c35a1f3e2620b8465,6673ba83570b4f2c1b4a22415a56594c3cc6c6a9,b8bf72deeda5cba5ca63bc59c96d0f1d223c9406475a9099b7831ac191671bf6,3a22c3c7a9bbe49d9dfe91ede9f737e68e6c83c17e104efc9b767f84be6b2ae4f3c93d8d4e021b3a17f475264899518c16c26cc952d06d8f836420c8265b679a
Toughman Contest,Toughman Contest,toughmancontest,USA,1995-06-06,Visual Concepts,Electronic Arts,#players:2:vs #genre:fighting:sports>boxing #addon:peripheral>super32x #save:password #port:sega>megadrive #lang:en,386d99d132ce5699ade81b4473cef5b4,7588b0b8f4e93d5fdc920d3ab7e464154e423da9,5085e80dee63cf0264aadb3595588c3098a68607e8cf48c948535483832bafc2,57111217898dad429a12c6f35dbac72370879b3bda4c1085db816b617806ff305fef922efdda138464c6a8250940d2b40fd53af65208cc12142eca24fd0c3466
Virtua Fighter,Virtua Fighter,virtuafighter,USA,1995-10-10,SEGA CS4,SEGA,#players:2:vs #genre:fighting #addon:peripheral>super32x:controller>6button #port:arcade #lang:en,901e97c9f731fbdf1f1ead0fbf58249a,f35754f4bfe3a53722d7a799f88face0fd13c424,c595e136c91a012b1e7d591acfb9d965926cac51acea998b90969d74391bfa08,03f85d60c6f6557f41d7e246295fe36b060f720d2288f84a3056be8179301f115e146cf7ac86a8169c190ce547c5e31862a57d53873c30b5d117f2799378d31e
Virtua Racing Deluxe@V.R. Virtua Racing Deluxe,Virtua Racing Deluxe@V.R. Virtua Racing Deluxe,virtuaracingdeluxe,USA,1994-11-21,SEGA CS4,SEGA,#players:2:vs #genre:racing:sports>formula1 #addon:peripheral>super32x:controller>6button #embedded:backup>battery #save:backup #lang:en,72b1ad0f949f68da7d0a6339ecd51a3f,18dfdeb50780c2623e60a6587d7ed701a1cf81f1,cc2917895842ba42ce871a07a327c5467a5b5df8b7999ccc4b7b5bea9d4caf6b,d2c7581f7fde01b7e35118683dce6e0bc7b2be88bd48822076980e60374fe44629cda78b51761f7ae236c88caf783077ddfc0058b0f356a3f244b633b9637534
World Series Baseball,World Series Baseball Starring Deion Sanders,worldseriesbaseballsds,USA,1996-02,BlueSky,SEGA,#players:2:vs #genre:sports>baseball #addon:peripheral>super32x #search:keyword>official>endorsed #lang:en,4d14eab0585e79e2fc4789e090755f2d,ab3026eae46a775adb7eaebc13702699557ddc41,9545b478e89c780bc9119b585bf88826956f54f40dfb534fb49eef9b40245f3a,d2e50dfddd430886bea662c9abf6ab3b800fdb96fbd8fa826ba82314e0e13a4a26db8c2a97407c04beea10aee4de11a854cad2b22c2cbeb613d2b6b5bbf71050
WWF Raw,WWF Raw,wwfraw,USA,1995,Sculptured/The Black Team,Acclaim,#players:4:coop:vs #genre:fighting:sports>wrestling #addon:peripheral>super32x:multitap>segatap #search:keyword>official #lang:en,b3788f861803d21cfa0e559695835f44,94b974f2f69f0c10bc18b349fa4ff95ca56fa47b,901f61356060a983b938e7df02ac8b193d8c7c9c31aa5ed58083494f1e621d3b,f05c6c36276857d7006f40b7cecf02ce67dd6cf431093061845b2525c06fff62a53deeee61b877c0b938c3ca3f8eb2865a7101908af115ebb1692a4518af739f
WWF WrestleMania,WWF WrestleMania: The Arcade Game,wwfwrestlemania,USA,1995-11,Sculptured/The Black Team,Acclaim,#players:2:vs #genre:fighting:sports>wrestling #addon:peripheral>super32x:controller>6button #search:keyword>official #port:arcade #lang:en,8456cae9975ba6cb041c4ef2be54b1a1,551eedc963cba0e1410b3d229b332ef9ea061469,b64adcee5a1f7a93a5672a45079c624ffe3af081fb834e2c57cb6c9d0aa37e6a,b0f36e24b37abf4ba4b90d1db8b92b492c3cec31fe759e94d63cf3ec7ed0e8d9c3a66260a1cdc267718cd70c478b58e70535f8e95b394873dfab35ec3baeb761
