Screen title,Screen title (exact),Flyer title,Flyer title (exact),ID,Region,Release date,Developer,Publisher,Tags,MD5,SHA1,SHA256,SHA512
1943: Midway Kaisen,1943 ミッドウェイ海戦,1943: Midway Kaisen,1943 ミッドウェイ海戦,1943,Japan,1987,CAPCOM,CAPCOM,#input:joystick>8:buttons>3 #players:2:coop #search:tate>cw #genre:shmup>v #arcadeboard:capcom #rev:b #mamerom:1943>1943j,c420fa612d630bdffd806883193454a9,1f5fd08c18b882d2978539756543c7660c82c14e,e44b89e80bf8bccc4f16476d7254d959d937a1668d27ec564d57103ac94fba6f,551edbc03269d24e61afb570622fc68d2d331fb60c86505316d0efeb7acb35dd11e1eece649f84ff2d5891dcd3977b35df700f20ff857def047e30ce7aef1c2c
1943: Midway Kaisen,1943 ミッドウェイ海戦,1943: Midway Kaisen,1943 ミッドウェイ海戦,1943,Japan,1987,CAPCOM,CAPCOM,#input:joystick>8:buttons>3 #players:2:coop #search:tate>cw #genre:shmup>v #arcadeboard:capcom #unlicensed:bootleg #mamerom:1943>1943jah,c420fa612d630bdffd806883193454a9,1f5fd08c18b882d2978539756543c7660c82c14e,e44b89e80bf8bccc4f16476d7254d959d937a1668d27ec564d57103ac94fba6f,551edbc03269d24e61afb570622fc68d2d331fb60c86505316d0efeb7acb35dd11e1eece649f84ff2d5891dcd3977b35df700f20ff857def047e30ce7aef1c2c
1943: The Battle of Midway,=,1943: The Battle of Midway,=,1943,USA,1987,CAPCOM,CAPCOM,#input:joystick>8:buttons>3 #players:2:coop #search:tate>cw #genre:shmup>v #arcadeboard:capcom #mamerom:1943>1943ua,c420fa612d630bdffd806883193454a9,1f5fd08c18b882d2978539756543c7660c82c14e,e44b89e80bf8bccc4f16476d7254d959d937a1668d27ec564d57103ac94fba6f,551edbc03269d24e61afb570622fc68d2d331fb60c86505316d0efeb7acb35dd11e1eece649f84ff2d5891dcd3977b35df700f20ff857def047e30ce7aef1c2c
1943: The Battle of Midway,=,1943: The Battle of Midway,=,1943,USA,1987,CAPCOM,CAPCOM,#input:joystick>8:buttons>3 #players:2:coop #search:tate>cw #genre:shmup>v #arcadeboard:capcom #rev:c #mamerom:1943>1943u,c420fa612d630bdffd806883193454a9,1f5fd08c18b882d2978539756543c7660c82c14e,e44b89e80bf8bccc4f16476d7254d959d937a1668d27ec564d57103ac94fba6f,551edbc03269d24e61afb570622fc68d2d331fb60c86505316d0efeb7acb35dd11e1eece649f84ff2d5891dcd3977b35df700f20ff857def047e30ce7aef1c2c
1943: The Battle of Midway,=,1943: The Battle of Midway,=,1943,Europe,1987,CAPCOM,CAPCOM,#input:joystick>8:buttons>3 #players:2:coop #search:tate>ccw #genre:shmup>v #arcadeboard:capcom #mameparent #mamerom:1943,c420fa612d630bdffd806883193454a9,1f5fd08c18b882d2978539756543c7660c82c14e,e44b89e80bf8bccc4f16476d7254d959d937a1668d27ec564d57103ac94fba6f,551edbc03269d24e61afb570622fc68d2d331fb60c86505316d0efeb7acb35dd11e1eece649f84ff2d5891dcd3977b35df700f20ff857def047e30ce7aef1c2c
1943 Kai: Midway Kaisen,1943改 ミッドウェイ海戦,1943 Kai: Midway Kaisen,1943改 ミッドウェイ海戦,1943kai,Japan,1987,CAPCOM,CAPCOM,#input:joystick>8:buttons>2 #players:2:coop #search:tate>cw #genre:shmup>v #arcadeboard:capcom #mameparent #mamerom:1943kai,1b01f752d6c5ff8154b2b541eda1af52,5a3baf01cb146069caf75197c456165a6701b637,b4202aaac843fd2f40961b533faf44bcc2c1f5a5c368aa4c251e0948929aa20a,f6f15997641e1725495e0dc282b9bacb6f42073f2eae687fc0dc5451346d065cafef9f56bd9a0c4009ed9169ad12fa298bb82e4597fda403e92f4472ea7e0ffc
1943: The Battle of Midway Mark II,=,1943: The Battle of Midway Mark II,=,1943kai,USA,1987,CAPCOM,CAPCOM,#input:joystick>8:buttons>3 #players:2:coop #search:tate>cw #genre:shmup>v #arcadeboard:capcom #mameparent #mamerom:1943mii,9345430bc2e9f663354746ff063c838c,ac52860a73c8105bdab585c89810d2895b64c742,d89d1e7e901ba40b98604dfdb276a56233f9f4f04979a7c0cabf9743113988f2,2d746fdf328fc6d3816ce490d125fa901933415108c2e51ff312ad5e7d51afe80e179895354def3946f3ec4e5052e89387ab9860e984985b519f456e5aae33b4
1944: The Loop Master,=,1944: The Loop Master,=,1944,Japan,2000-06-20,8ing/Raizing,CAPCOM,#input:joystick>8:buttons>2 #players:2:coop #search:tate>cw #genre:shmup>v #search:keyword>qsound #arcadeboard:capcom>cps2 #mamerom:1944>1944j,3ee05ceedd9a03a22dd66d32129a5022,bcb9f0846ce8acd97e697e4596b8403c136d65ba,9186f400aa9cfcdf2720c16bf9801da0e782c5ca6e4bfcdac70c3dc30bbe508d,2128992ac72d6aaf9f6b41b73e537b2c1ce2a3ac652c9f88d87256eee9bc6a7cb93079305cac7ff8b8695f83746262c072b8f69667596c7165f4f91ef032b16c
1944: The Loop Master,=,1944: The Loop Master,=,1944,USA,2000-06-20,8ing/Raizing,CAPCOM,#input:joystick>8:buttons>2 #players:2:coop #search:tate>cw #genre:shmup>v #search:keyword>qsound #arcadeboard:capcom>cps2 #mamerom:1944>1944u,3ee05ceedd9a03a22dd66d32129a5022,bcb9f0846ce8acd97e697e4596b8403c136d65ba,9186f400aa9cfcdf2720c16bf9801da0e782c5ca6e4bfcdac70c3dc30bbe508d,2128992ac72d6aaf9f6b41b73e537b2c1ce2a3ac652c9f88d87256eee9bc6a7cb93079305cac7ff8b8695f83746262c072b8f69667596c7165f4f91ef032b16c
1944: The Loop Master (Phoenix Edition),=,1944: The Loop Master (Phoenix Edition),=,1944,USA,2000-06-20,CAPCOM,CAPCOM,#input:joystick>8:buttons>2 #players:2:coop #search:tate>cw #genre:shmup>v #search:keyword>qsound #unlicensed:bootleg #arcadeboard:capcom>cps2 #mamerom:1944>1944d,3ee05ceedd9a03a22dd66d32129a5022,bcb9f0846ce8acd97e697e4596b8403c136d65ba,9186f400aa9cfcdf2720c16bf9801da0e782c5ca6e4bfcdac70c3dc30bbe508d,2128992ac72d6aaf9f6b41b73e537b2c1ce2a3ac652c9f88d87256eee9bc6a7cb93079305cac7ff8b8695f83746262c072b8f69667596c7165f4f91ef032b16c
1944: The Loop Master,=,1944: The Loop Master,=,1944,Europe,2000-06-20,8ing/Raizing,CAPCOM,#input:joystick>8:buttons>2 #players:2:coop #search:tate>cw #genre:shmup>v #search:keyword>qsound #arcadeboard:capcom>cps2 #mameparent #mamerom:1944,3ee05ceedd9a03a22dd66d32129a5022,bcb9f0846ce8acd97e697e4596b8403c136d65ba,9186f400aa9cfcdf2720c16bf9801da0e782c5ca6e4bfcdac70c3dc30bbe508d,2128992ac72d6aaf9f6b41b73e537b2c1ce2a3ac652c9f88d87256eee9bc6a7cb93079305cac7ff8b8695f83746262c072b8f69667596c7165f4f91ef032b16c
19XX: The War Against Destiny,=,19XX: The War Against Destiny,=,19xx,Japan,1995-12-07,CAPCOM,CAPCOM,#input:joystick>8:buttons>2 #players:2:coop #search:tate>cw #genre:shmup>v #search:keyword>qsound #arcadeboard:capcom>cps2 #mamerom:19xx>19xxjr2,f5e196912b9fdb4db96fe69ea1d6cf18,ecd96dd270107f785fb57a37e35d6b1b65ead9e5,a94cc812286632dd36a1b2d9a0d5d4f19421d305f5b46033a7ec45b711d3dc69,add1ffd57972560252d687cad1de2f6a30ee67b62855a9147be326e1b194fd5da251acc995df5a018745b7ce2973c026fb4a04760eec4a6b80918092409a7d1d
19XX: The War Against Destiny,=,19XX: The War Against Destiny,=,19xx,Japan,1995-12-25,CAPCOM,CAPCOM,#input:joystick>8:buttons>2 #players:2:coop #search:tate>cw #genre:shmup>v #search:keyword>qsound #arcadeboard:capcom>cps2 #mamerom:19xx>19xxjr1,f5e196912b9fdb4db96fe69ea1d6cf18,ecd96dd270107f785fb57a37e35d6b1b65ead9e5,a94cc812286632dd36a1b2d9a0d5d4f19421d305f5b46033a7ec45b711d3dc69,add1ffd57972560252d687cad1de2f6a30ee67b62855a9147be326e1b194fd5da251acc995df5a018745b7ce2973c026fb4a04760eec4a6b80918092409a7d1d
19XX: The War Against Destiny,=,19XX: The War Against Destiny,=,19xx,Japan,1996-01-04,CAPCOM,CAPCOM,#input:joystick>8:buttons>2 #players:2:coop #search:tate>cw #genre:shmup>v #search:keyword>qsound #arcadeboard:capcom>cps2 #mamerom:19xx>19xxj,f5e196912b9fdb4db96fe69ea1d6cf18,ecd96dd270107f785fb57a37e35d6b1b65ead9e5,a94cc812286632dd36a1b2d9a0d5d4f19421d305f5b46033a7ec45b711d3dc69,add1ffd57972560252d687cad1de2f6a30ee67b62855a9147be326e1b194fd5da251acc995df5a018745b7ce2973c026fb4a04760eec4a6b80918092409a7d1d
19XX: The War Against Destiny,=,19XX: The War Against Destiny,=,19xx,Asia,1995-12-07,CAPCOM,CAPCOM,#input:joystick>8:buttons>2 #players:2:coop #search:tate>cw #genre:shmup>v #search:keyword>qsound #arcadeboard:capcom>cps2 #mamerom:19xx>19xxar1,f5e196912b9fdb4db96fe69ea1d6cf18,ecd96dd270107f785fb57a37e35d6b1b65ead9e5,a94cc812286632dd36a1b2d9a0d5d4f19421d305f5b46033a7ec45b711d3dc69,add1ffd57972560252d687cad1de2f6a30ee67b62855a9147be326e1b194fd5da251acc995df5a018745b7ce2973c026fb4a04760eec4a6b80918092409a7d1d
19XX: The War Against Destiny,=,19XX: The War Against Destiny,=,19xx,Asia,1996-01-04,CAPCOM,CAPCOM,#input:joystick>8:buttons>2 #players:2:coop #search:tate>cw #genre:shmup>v #search:keyword>qsound #arcadeboard:capcom>cps2 #mamerom:19xx>19xxa,f5e196912b9fdb4db96fe69ea1d6cf18,ecd96dd270107f785fb57a37e35d6b1b65ead9e5,a94cc812286632dd36a1b2d9a0d5d4f19421d305f5b46033a7ec45b711d3dc69,add1ffd57972560252d687cad1de2f6a30ee67b62855a9147be326e1b194fd5da251acc995df5a018745b7ce2973c026fb4a04760eec4a6b80918092409a7d1d
19XX: The War Against Destiny,=,19XX: The War Against Destiny,=,19xx,USA,1995-12-07,CAPCOM,CAPCOM,#input:joystick>8:buttons>2 #players:2:coop #search:tate>cw #genre:shmup>v #search:keyword>qsound #arcadeboard:capcom>cps2 #mamerom:19xx>19xxu,f5e196912b9fdb4db96fe69ea1d6cf18,ecd96dd270107f785fb57a37e35d6b1b65ead9e5,a94cc812286632dd36a1b2d9a0d5d4f19421d305f5b46033a7ec45b711d3dc69,add1ffd57972560252d687cad1de2f6a30ee67b62855a9147be326e1b194fd5da251acc995df5a018745b7ce2973c026fb4a04760eec4a6b80918092409a7d1d
19XX: The War Against Destiny (Phoenix Edition),=,19XX: The War Against Destiny (Phoenix Edition),=,19xx,USA,1995-12-07,CAPCOM,CAPCOM,#input:joystick>8:buttons>2 #players:2:coop #search:tate>cw #genre:shmup>v #search:keyword>qsound #unlicensed:bootleg #arcadeboard:capcom>cps2 #mamerom:19xx>19xxd,f5e196912b9fdb4db96fe69ea1d6cf18,ecd96dd270107f785fb57a37e35d6b1b65ead9e5,a94cc812286632dd36a1b2d9a0d5d4f19421d305f5b46033a7ec45b711d3dc69,add1ffd57972560252d687cad1de2f6a30ee67b62855a9147be326e1b194fd5da251acc995df5a018745b7ce2973c026fb4a04760eec4a6b80918092409a7d1d
19XX: The War Against Destiny,=,19XX: The War Against Destiny,=,19xx,Hispanic,1995-12-18,CAPCOM,CAPCOM,#input:joystick>8:buttons>2 #players:2:coop #search:tate>cw #genre:shmup>v #search:keyword>qsound #arcadeboard:capcom>cps2 #mamerom:19xx>19xxh,f5e196912b9fdb4db96fe69ea1d6cf18,ecd96dd270107f785fb57a37e35d6b1b65ead9e5,a94cc812286632dd36a1b2d9a0d5d4f19421d305f5b46033a7ec45b711d3dc69,add1ffd57972560252d687cad1de2f6a30ee67b62855a9147be326e1b194fd5da251acc995df5a018745b7ce2973c026fb4a04760eec4a6b80918092409a7d1d
19XX: The War Against Destiny,=,19XX: The War Against Destiny,=,19xx,Brazil,1995-12-18,CAPCOM,CAPCOM,#input:joystick>8:buttons>2 #players:2:coop #search:tate>cw #genre:shmup>v #search:keyword>qsound #arcadeboard:capcom>cps2 #mamerom:19xx>19xxb,f5e196912b9fdb4db96fe69ea1d6cf18,ecd96dd270107f785fb57a37e35d6b1b65ead9e5,a94cc812286632dd36a1b2d9a0d5d4f19421d305f5b46033a7ec45b711d3dc69,add1ffd57972560252d687cad1de2f6a30ee67b62855a9147be326e1b194fd5da251acc995df5a018745b7ce2973c026fb4a04760eec4a6b80918092409a7d1d
19XX: The War Against Destiny,=,19XX: The War Against Destiny,=,19xx,Europe,1996-01-04,CAPCOM,CAPCOM,#input:joystick>8:buttons>2 #players:2:coop #search:tate>cw #genre:shmup>v #search:keyword>qsound #arcadeboard:capcom>cps2 #mameparent #mamerom:19xx,f5e196912b9fdb4db96fe69ea1d6cf18,ecd96dd270107f785fb57a37e35d6b1b65ead9e5,a94cc812286632dd36a1b2d9a0d5d4f19421d305f5b46033a7ec45b711d3dc69,add1ffd57972560252d687cad1de2f6a30ee67b62855a9147be326e1b194fd5da251acc995df5a018745b7ce2973c026fb4a04760eec4a6b80918092409a7d1d
Adventure Quiz: CAPCOM World,アドベンチャークイズ　CAPCOM World,Adventure Quiz: CAPCOM World,アドベンチャークイズ　CAPCOM World,capcomworld,Japan,1989-11,CAPCOM,CAPCOM,#input:buttons>4 #players:2:vs #genre:quiz #arcadeboard:capcom #lang:ja #mameparent #mamerom:cworld,7b957f3061527245dd049f0afd9cf88a,0a75499a74146f831ac2f1d6b8aa6aac822430aa,0fef5a48fcfea7ac88fa52a3e826bd8499116826e2c535484447749db358f406,a5b7614bc9271573bf29610be6b37d95b57e154ffd12c37f18bac31c70d065be8676b6252236299863a80e92604a02789f729822971af974214217edb78c69ed
Adventure Quiz: CAPCOM World 2,=,Adventure Quiz: CAPCOM World 2,=,capcomworld2,Japan,1992-06-11,CAPCOM,CAPCOM,#input:buttons>4 #players:2:vs #genre:quiz #arcadeboard:capcom>cps #mamerom:cworld2j>cworld2ja,ed83e43d7d5a11990ee8876bac587709,d9dbf49b6daeae346470d299d490c50482e05d55,c3e0742000659f8f0b69029230db67e985ab0f8b2d010a45bf0b1b8dd8b637d3,16b9d3e5249a19b0838b5a31cd18ec4a621d896267ec90398aabcac558c6a846564f7bd96660981cb481fce49a0bbf6cfee90a8bd06920e446ee98a9a4811721
Adventure Quiz: CAPCOM World 2,=,Adventure Quiz: CAPCOM World 2,=,capcomworld2,Japan,1992-06-11,CAPCOM,CAPCOM,#input:buttons>4 #players:2:vs #genre:quiz #arcadeboard:capcom>cps #mamerom:cworld2j>cworld2jb,ed83e43d7d5a11990ee8876bac587709,d9dbf49b6daeae346470d299d490c50482e05d55,c3e0742000659f8f0b69029230db67e985ab0f8b2d010a45bf0b1b8dd8b637d3,16b9d3e5249a19b0838b5a31cd18ec4a621d896267ec90398aabcac558c6a846564f7bd96660981cb481fce49a0bbf6cfee90a8bd06920e446ee98a9a4811721
Adventure Quiz: CAPCOM World 2,=,Adventure Quiz: CAPCOM World 2,=,capcomworld2,Japan,1992-06-11,CAPCOM,CAPCOM,#input:buttons>4 #players:2:vs #genre:quiz #arcadeboard:capcom>cps #mameparent #mamerom:cworld2j,ed83e43d7d5a11990ee8876bac587709,d9dbf49b6daeae346470d299d490c50482e05d55,c3e0742000659f8f0b69029230db67e985ab0f8b2d010a45bf0b1b8dd8b637d3,16b9d3e5249a19b0838b5a31cd18ec4a621d896267ec90398aabcac558c6a846564f7bd96660981cb481fce49a0bbf6cfee90a8bd06920e446ee98a9a4811721
Adventure Quiz: CAPCOM World 2,=,Adventure Quiz: CAPCOM World 2,=,capcomworld2,Japan,1994,CAPCOM,CAPCOM,#input:buttons>4 #players:2:vs #genre:quiz #arcadeboard:capcom>cpschanger,,,,
Alien vs. Predator,=,Alien vs. Predator,=,alienvspredator,Japan,1994-05-20,CAPCOM,CAPCOM,#input:joystick>8:buttons>3 #players:3:coop #genre:brawler #based #search:feature>alien #search:keyword>qsound #arcadeboard:capcom>cps2 #mamerom:avsp>avspj,ab9ba0b26583c8f7d2300a0a3764f498,562e9873caf2ef6f5cb4b453fd805e7cbddeeb72,a730bfe75175ce6f12e19a9e7b6e246a37386e173967d38d41a473ff915de6e3,62eccd1f024870e9126d0b0fe57d785c4d7b50a4e3091da7f1785de68f2abe82f3a33c962c5aad8ddda469d28055ffaf692b7e0c99472a63e08bca878f37089b
Alien vs. Predator,=,Alien vs. Predator,=,alienvspredator,Asia,1994-05-20,CAPCOM,CAPCOM,#input:joystick>8:buttons>3 #players:3:coop #genre:brawler #based #search:feature>alien #search:keyword>qsound #arcadeboard:capcom>cps2 #mamerom:avsp>avspa,ab9ba0b26583c8f7d2300a0a3764f498,562e9873caf2ef6f5cb4b453fd805e7cbddeeb72,a730bfe75175ce6f12e19a9e7b6e246a37386e173967d38d41a473ff915de6e3,62eccd1f024870e9126d0b0fe57d785c4d7b50a4e3091da7f1785de68f2abe82f3a33c962c5aad8ddda469d28055ffaf692b7e0c99472a63e08bca878f37089b
Alien vs. Predator,=,Alien vs. Predator,=,alienvspredator,USA,1994-05-20,CAPCOM,CAPCOM,#input:joystick>8:buttons>3 #players:3:coop #genre:brawler #based #search:feature>alien #search:keyword>qsound #arcadeboard:capcom>cps2 #mamerom:avsp>avspu,ab9ba0b26583c8f7d2300a0a3764f498,562e9873caf2ef6f5cb4b453fd805e7cbddeeb72,a730bfe75175ce6f12e19a9e7b6e246a37386e173967d38d41a473ff915de6e3,62eccd1f024870e9126d0b0fe57d785c4d7b50a4e3091da7f1785de68f2abe82f3a33c962c5aad8ddda469d28055ffaf692b7e0c99472a63e08bca878f37089b
Alien vs. Predator,=,Alien vs. Predator,=,alienvspredator,Hispanic,1994-05-20,CAPCOM,CAPCOM,#input:joystick>8:buttons>3 #players:3:coop #genre:brawler #based #search:feature>alien #search:keyword>qsound #arcadeboard:capcom>cps2 #mamerom:avsp>avsph,ab9ba0b26583c8f7d2300a0a3764f498,562e9873caf2ef6f5cb4b453fd805e7cbddeeb72,a730bfe75175ce6f12e19a9e7b6e246a37386e173967d38d41a473ff915de6e3,62eccd1f024870e9126d0b0fe57d785c4d7b50a4e3091da7f1785de68f2abe82f3a33c962c5aad8ddda469d28055ffaf692b7e0c99472a63e08bca878f37089b
Alien vs. Predator,=,Alien vs. Predator,=,alienvspredator,Europe,1994-05-20,CAPCOM,CAPCOM,#input:joystick>8:buttons>3 #players:3:coop #genre:brawler #based #search:feature>alien #search:keyword>qsound #arcadeboard:capcom>cps2 #mameparent #mamerom:avsp,ab9ba0b26583c8f7d2300a0a3764f498,562e9873caf2ef6f5cb4b453fd805e7cbddeeb72,a730bfe75175ce6f12e19a9e7b6e246a37386e173967d38d41a473ff915de6e3,62eccd1f024870e9126d0b0fe57d785c4d7b50a4e3091da7f1785de68f2abe82f3a33c962c5aad8ddda469d28055ffaf692b7e0c99472a63e08bca878f37089b
Alien vs. Predator (Phoenix Edition),=,Alien vs. Predator (Phoenix Edition),=,alienvspredator,Europe,1994-05-20,CAPCOM,CAPCOM,#input:joystick>8:buttons>3 #players:3:coop #genre:brawler #based #search:feature>alien #search:keyword>qsound #unlicensed:bootleg #arcadeboard:capcom>cps2 #mamerom:avsp>avspd,ab9ba0b26583c8f7d2300a0a3764f498,562e9873caf2ef6f5cb4b453fd805e7cbddeeb72,a730bfe75175ce6f12e19a9e7b6e246a37386e173967d38d41a473ff915de6e3,62eccd1f024870e9126d0b0fe57d785c4d7b50a4e3091da7f1785de68f2abe82f3a33c962c5aad8ddda469d28055ffaf692b7e0c99472a63e08bca878f37089b
Area 88,エリア88,Area 88,エリア88,area88,Japan,1989-08,CAPCOM,CAPCOM,#input:joystick>8:buttons>2 #players:2:coop #genre:shmup>h #based:manganime #arcadeboard:capcom>cps #mamerom:unsquad>area88,9b31bc6ae33f2e9be0f06933d7414206,7b20b234dfdb09c04441c5a19d6be36e8fb5f861,d8b2190352ede25d321afe325422c73c3868fae7a44368c19e0826b99f395a78,419592f178947ecaadf2bdcd3726e72f0d584f90558f6d56b9da140d070beeb71cd8f6cc19ca7b64be60c71b1c12474a22bc3aad829142137cbc921174905c4a
Area 88,エリア88,Area 88,エリア88,area88,Japan,1989,CAPCOM,CAPCOM,#input:joystick>8:buttons>2 #players:2:coop #genre:shmup>h #based:manganime #arcadeboard:capcom>cps #mamerom:unsquad>area88r,9b31bc6ae33f2e9be0f06933d7414206,7b20b234dfdb09c04441c5a19d6be36e8fb5f861,d8b2190352ede25d321afe325422c73c3868fae7a44368c19e0826b99f395a78,419592f178947ecaadf2bdcd3726e72f0d584f90558f6d56b9da140d070beeb71cd8f6cc19ca7b64be60c71b1c12474a22bc3aad829142137cbc921174905c4a
U.N. Squadron,=,U.N. Squadron,=,area88,USA,1991-09,CAPCOM,CAPCOM,#input:joystick>8:buttons>2 #players:2:coop #genre:shmup>h #arcadeboard:capcom>cps #mameparent #mamerom:unsquad,9b31bc6ae33f2e9be0f06933d7414206,7b20b234dfdb09c04441c5a19d6be36e8fb5f861,d8b2190352ede25d321afe325422c73c3868fae7a44368c19e0826b99f395a78,419592f178947ecaadf2bdcd3726e72f0d584f90558f6d56b9da140d070beeb71cd8f6cc19ca7b64be60c71b1c12474a22bc3aad829142137cbc921174905c4a
