Screen title @ Exact,ID,Region,Release date,Developer,Publisher,Tags,MAME filename,MD5,SHA1,SHA256,SHA512
Bubble Bobble,bubblebobble,USA,1986-10,Taito,Romstar,#input:joystick>2h:buttons>2 #players:2:coop #genre:platformer #arcadeboard:taito #ver:1 #lang:en,bublboblr1.zip|bublbobl.zip,e46e6e27c548654842b5175553ac24bd,d9ab88e1e243ee0462db64bef17c65f5f9b18338,482bd47ab0cd1e1a5dd30c4fcf5b76361a5d87998f34d84093988b030d7a02a3,8b469f842b70e8cd955c4038267726ef78ad80c016cca37b4709962aa069661534a63347524a1fd18fefee7bc6445a0df29016d525b8f0b377431b288dd3f0e7
Bubble Bobble,bubblebobble,USA,1986,Taito,Romstar,#input:joystick>2h:buttons>2 #players:2:coop #genre:platformer #arcadeboard:taito #ver:2 #lang:en,bublboblr.zip|bublbobl.zip,e46e6e27c548654842b5175553ac24bd,d9ab88e1e243ee0462db64bef17c65f5f9b18338,482bd47ab0cd1e1a5dd30c4fcf5b76361a5d87998f34d84093988b030d7a02a3,8b469f842b70e8cd955c4038267726ef78ad80c016cca37b4709962aa069661534a63347524a1fd18fefee7bc6445a0df29016d525b8f0b377431b288dd3f0e7
Bubble Bobble (Redux),bubblebobble,World,1986,Taito,Punji,#input:joystick>2h:buttons>2 #players:2:coop #genre:platformer #arcadeboard:taito #lang:en #unlicensed:bootleg,bbredux.zip|bublbobl.zip,e46e6e27c548654842b5175553ac24bd,d9ab88e1e243ee0462db64bef17c65f5f9b18338,482bd47ab0cd1e1a5dd30c4fcf5b76361a5d87998f34d84093988b030d7a02a3,8b469f842b70e8cd955c4038267726ef78ad80c016cca37b4709962aa069661534a63347524a1fd18fefee7bc6445a0df29016d525b8f0b377431b288dd3f0e7
Bubble Bobble,bubblebobble,Japan,1986,Taito,,#input:joystick>2h:buttons>2 #players:2:coop #genre:platformer #arcadeboard:taito #lang:en #unlicensed:bootleg,bub8749.zip|bublbobl.zip,e46e6e27c548654842b5175553ac24bd,d9ab88e1e243ee0462db64bef17c65f5f9b18338,482bd47ab0cd1e1a5dd30c4fcf5b76361a5d87998f34d84093988b030d7a02a3,8b469f842b70e8cd955c4038267726ef78ad80c016cca37b4709962aa069661534a63347524a1fd18fefee7bc6445a0df29016d525b8f0b377431b288dd3f0e7
Bubble Bobble,bubblebobble,World,1986,Taito,Aladar,#input:joystick>2h:buttons>2 #players:2:coop #genre:platformer #arcadeboard:taito #lang:en #unlicensed:bootleg,bub68705.zip|bublbobl.zip,e46e6e27c548654842b5175553ac24bd,d9ab88e1e243ee0462db64bef17c65f5f9b18338,482bd47ab0cd1e1a5dd30c4fcf5b76361a5d87998f34d84093988b030d7a02a3,8b469f842b70e8cd955c4038267726ef78ad80c016cca37b4709962aa069661534a63347524a1fd18fefee7bc6445a0df29016d525b8f0b377431b288dd3f0e7
Bubble Bobble,bubblebobble,World,1986,Taito,Aladar,#input:joystick>2h:buttons>2 #players:2:coop #genre:platformer #arcadeboard:taito #lang:en #unlicensed:bootleg,bublboblb.zip|bublbobl.zip,e46e6e27c548654842b5175553ac24bd,d9ab88e1e243ee0462db64bef17c65f5f9b18338,482bd47ab0cd1e1a5dd30c4fcf5b76361a5d87998f34d84093988b030d7a02a3,8b469f842b70e8cd955c4038267726ef78ad80c016cca37b4709962aa069661534a63347524a1fd18fefee7bc6445a0df29016d525b8f0b377431b288dd3f0e7
Bubble Bobble: Lost Cave,bubblebobble,World,1986,Taito,Bisboch/Aladar,#input:joystick>2h:buttons>2 #players:2:coop #genre:platformer #arcadeboard:taito #ver:1 #lang:en #unlicensed:bootleg,bublcave10.zip|bublbobl.zip,e46e6e27c548654842b5175553ac24bd,d9ab88e1e243ee0462db64bef17c65f5f9b18338,482bd47ab0cd1e1a5dd30c4fcf5b76361a5d87998f34d84093988b030d7a02a3,8b469f842b70e8cd955c4038267726ef78ad80c016cca37b4709962aa069661534a63347524a1fd18fefee7bc6445a0df29016d525b8f0b377431b288dd3f0e7
Bubble Bobble: Lost Cave,bubblebobble,World,1986,Taito,Bisboch/Aladar,#input:joystick>2h:buttons>2 #players:2:coop #genre:platformer #arcadeboard:taito #ver:2 #lang:en #unlicensed:bootleg,bublcave11.zip|bublbobl.zip,e46e6e27c548654842b5175553ac24bd,d9ab88e1e243ee0462db64bef17c65f5f9b18338,482bd47ab0cd1e1a5dd30c4fcf5b76361a5d87998f34d84093988b030d7a02a3,8b469f842b70e8cd955c4038267726ef78ad80c016cca37b4709962aa069661534a63347524a1fd18fefee7bc6445a0df29016d525b8f0b377431b288dd3f0e7
Bubble Bobble: Lost Cave,bubblebobble,World,1986,Taito,Bisboch/Aladar,#input:joystick>2h:buttons>2 #players:2:coop #genre:platformer #arcadeboard:taito #ver:3 #lang:en #unlicensed:bootleg,bublcave.zip|bublbobl.zip,e46e6e27c548654842b5175553ac24bd,d9ab88e1e243ee0462db64bef17c65f5f9b18338,482bd47ab0cd1e1a5dd30c4fcf5b76361a5d87998f34d84093988b030d7a02a3,8b469f842b70e8cd955c4038267726ef78ad80c016cca37b4709962aa069661534a63347524a1fd18fefee7bc6445a0df29016d525b8f0b377431b288dd3f0e7
Bubble Bobble: Lost Cave,bubblebobble,World,1986,Taito,Bisboch/Aladar,#input:joystick>2h:buttons>2 #players:2:coop #genre:platformer #arcadeboard:taito #ver:3 #lang:en #unlicensed:bootleg,boblcave.zip|bublbobl.zip,e46e6e27c548654842b5175553ac24bd,d9ab88e1e243ee0462db64bef17c65f5f9b18338,482bd47ab0cd1e1a5dd30c4fcf5b76361a5d87998f34d84093988b030d7a02a3,8b469f842b70e8cd955c4038267726ef78ad80c016cca37b4709962aa069661534a63347524a1fd18fefee7bc6445a0df29016d525b8f0b377431b288dd3f0e7
Bobble Bobble,bubblebobble,World,1986,Taito,,#input:joystick>2h:buttons>2 #players:2:coop #genre:platformer #arcadeboard:taito #lang:en #unlicensed:bootleg,boblbobl.zip|bublbobl.zip,e46e6e27c548654842b5175553ac24bd,d9ab88e1e243ee0462db64bef17c65f5f9b18338,482bd47ab0cd1e1a5dd30c4fcf5b76361a5d87998f34d84093988b030d7a02a3,8b469f842b70e8cd955c4038267726ef78ad80c016cca37b4709962aa069661534a63347524a1fd18fefee7bc6445a0df29016d525b8f0b377431b288dd3f0e7
Dream Land / Super Dream Land,bubblebobble,World,1987,Taito,,#input:joystick>2h:buttons>2 #players:2:coop #genre:platformer #arcadeboard:taito #lang:en #unlicensed:bootleg,dland.zip|bublbobl.zip,e46e6e27c548654842b5175553ac24bd,d9ab88e1e243ee0462db64bef17c65f5f9b18338,482bd47ab0cd1e1a5dd30c4fcf5b76361a5d87998f34d84093988b030d7a02a3,8b469f842b70e8cd955c4038267726ef78ad80c016cca37b4709962aa069661534a63347524a1fd18fefee7bc6445a0df29016d525b8f0b377431b288dd3f0e7
Super Bobble Bobble,bubblebobble,World,1986,Taito,Datsu,#input:joystick>2h:buttons>2 #players:2:coop #genre:platformer #arcadeboard:taito #lang:en #unlicensed:bootleg,sboblboblc.zip|bublbobl.zip,e46e6e27c548654842b5175553ac24bd,d9ab88e1e243ee0462db64bef17c65f5f9b18338,482bd47ab0cd1e1a5dd30c4fcf5b76361a5d87998f34d84093988b030d7a02a3,8b469f842b70e8cd955c4038267726ef78ad80c016cca37b4709962aa069661534a63347524a1fd18fefee7bc6445a0df29016d525b8f0b377431b288dd3f0e7
Super Bobble Bobble,bubblebobble,World,1986,Taito,Datsu,#input:joystick>2h:buttons>2 #players:2:coop #genre:platformer #arcadeboard:taito #set:1 #lang:en #unlicensed:bootleg,sboblbobl.zip|bublbobl.zip,e46e6e27c548654842b5175553ac24bd,d9ab88e1e243ee0462db64bef17c65f5f9b18338,482bd47ab0cd1e1a5dd30c4fcf5b76361a5d87998f34d84093988b030d7a02a3,8b469f842b70e8cd955c4038267726ef78ad80c016cca37b4709962aa069661534a63347524a1fd18fefee7bc6445a0df29016d525b8f0b377431b288dd3f0e7
Super Bobble Bobble,bubblebobble,World,1986,Taito,Datsu,#input:joystick>2h:buttons>2 #players:2:coop #genre:platformer #arcadeboard:taito #set:2 #lang:en #unlicensed:bootleg,sboblbobla.zip|bublbobl.zip,e46e6e27c548654842b5175553ac24bd,d9ab88e1e243ee0462db64bef17c65f5f9b18338,482bd47ab0cd1e1a5dd30c4fcf5b76361a5d87998f34d84093988b030d7a02a3,8b469f842b70e8cd955c4038267726ef78ad80c016cca37b4709962aa069661534a63347524a1fd18fefee7bc6445a0df29016d525b8f0b377431b288dd3f0e7
Super Bobble Bobble,bubblebobble,World,1986,Taito,Datsu,#input:joystick>2h:buttons>2 #players:2:coop #genre:platformer #arcadeboard:taito #set:3 #lang:en #unlicensed:bootleg,sboblboblb.zip|bublbobl.zip,e46e6e27c548654842b5175553ac24bd,d9ab88e1e243ee0462db64bef17c65f5f9b18338,482bd47ab0cd1e1a5dd30c4fcf5b76361a5d87998f34d84093988b030d7a02a3,8b469f842b70e8cd955c4038267726ef78ad80c016cca37b4709962aa069661534a63347524a1fd18fefee7bc6445a0df29016d525b8f0b377431b288dd3f0e7
Super Bobble Bobble,bubblebobble,World,1986,Taito,Datsu,#input:joystick>2h:buttons>2 #players:2:coop #genre:platformer #arcadeboard:taito #set>4 #lang:en #unlicensed:bootleg,sboblbobld.zip|bublbobl.zip,e46e6e27c548654842b5175553ac24bd,d9ab88e1e243ee0462db64bef17c65f5f9b18338,482bd47ab0cd1e1a5dd30c4fcf5b76361a5d87998f34d84093988b030d7a02a3,8b469f842b70e8cd955c4038267726ef78ad80c016cca37b4709962aa069661534a63347524a1fd18fefee7bc6445a0df29016d525b8f0b377431b288dd3f0e7
Super Bobble Bobble,bubblebobble,World,1986,Taito,Datsu,#input:joystick>2h:buttons>2 #players:2:coop #genre:platformer #arcadeboard:taito #set:5 #lang:en #unlicensed:bootleg,sboblboble.zip|bublbobl.zip,e46e6e27c548654842b5175553ac24bd,d9ab88e1e243ee0462db64bef17c65f5f9b18338,482bd47ab0cd1e1a5dd30c4fcf5b76361a5d87998f34d84093988b030d7a02a3,8b469f842b70e8cd955c4038267726ef78ad80c016cca37b4709962aa069661534a63347524a1fd18fefee7bc6445a0df29016d525b8f0b377431b288dd3f0e7
